beername,active,rbid,rbbrewer,alcohol,description
Falkenfelser Festbier Märzen,1,156233,4880,5.6,
Falkenfelser Premium Bockbier,1,133663,4880,6.7,
Tucher Diät Pils,1,8326,4880,4.9,
Tucher Hefeweizen Alkoholfrei,1,52328,4880,0,
Tucher Bergkirchweih Festbier,1,106435,4880,6,
Tucher Pilsener Alkoholfrei,1,307956,4880,0,
Patrizier Bräu Urbräu Hell,1,39769,4880,4.9,
Tucher Kristall Weizen,1,4494,4880,5.3,
Tucher Lorenzi Bock Hell,1,8324,4880,7.2,
Patrizier Bräu Albrecht Dürer Pils,1,36081,4880,4.9,
Falkenfelser Premium Hell,1,48072,4880,4.9,
Tucher Sebaldus Weizen Dunkles Hefe,1,227593,4880,6,
Tucher Urfränkisch Dunkel,1,8322,4880,5.2,
Falkenfelser Premium Weissbier Alkoholfrei,1,106800,4880,0,
Tucher Reifbrau Alkoholfrei,1,8325,4880,0.5,
Patrizier Bräu Weissbier,1,36082,4880,5.1,
Falkenfelser Premium Weissbier Hell,1,28428,4880,5.2,
Tucher Cola Weizen,1,126680,4880,2.6,
Lederer Premium Light,1,79819,4880,2.8,
Tucher Dunkles Hefe Weizen,1,3799,4880,5.3,
Tucher Original Urbräu,1,8323,4880,4.9,
Lederer Kroko Ungespunden,1,149296,4880,5,
Tucher Pilsener,1,4495,4880,5,
Humbser Export,1,95338,4880,5.4,
Patrizier Bräu Königstrunk Export Hell,1,64633,4880,5.4,
Tucher Helles Hefe Weizen,1,3797,4880,5.3,
Tucher Nürnberger Pils,1,170954,4880,5,
Tucher Übersee Export,1,8242,4880,5.3,
Tucher Bajuvator Doppelbock,1,7355,4880,7.2,
Tucher Christkindlesmarkt Bier,1,18587,4880,6,
Grüner Vollbier hell,1,158294,4880,4.9,
Tucher Sebaldus Weizen Helles Hefe,1,227592,4880,6,
Zeltner Vollbier Hell,1,271685,4880,5,
Zeltner Sommer Festbier,1,340410,4880,5.6,
Turmbräu Rothenburg Hell,1,64132,7885,0,
Turmbräu Rothenburg Weizen,1,64134,7885,0,
Turmbräu Rothenburg Dunkel,1,64133,7885,0,
Hümmer Güßbacher Zwickl,1,213480,16754,5,
Hümmer Roggenbier,1,281688,16754,8,
Hümmer-Bräu Weisse,1,248760,16754,5,
Hümmer-Bräu Pilsener,1,295886,16754,5,
Hümmer Dunkles,1,213481,16754,6,
Wagner-Bräu Kemmern Premium Pils,1,44440,2013,4.8,
Wagner-Bräu Kemmern Vollbier,1,271925,2013,5.2,
Wagner-Bräu Kemmern Kuckuck,1,159123,2013,5,
Wagner-Bräu Kemmern Ungespundetes Lagerbier,1,17747,2013,5,
Wagner-Bräu Kemmern Märzen,1,70247,2013,5.2,
Wagner-Bräu Kemmern Landbier,1,70248,2013,4.8,
Wagner-Bräu Kemmern Hefe Weizen,1,14351,2013,5.3,
Wagner-Bräu Kemmern Bier & Lemon,1,182951,2013,3,
Wagner-Bräu Kemmern Festbier,1,52680,2013,5,
Wagner-Bräu Kemmern Schwarzbier,1,10913,2013,4.8,
Wagner-Bräu Kemmern Bock,1,67951,2013,6.6,
Wagner-Bräu Kemmern Zwilling,1,159124,2013,5,
Waldschloss-Bräu Dunkel,1,69455,8320,5,
Waldschloss-Bräu Frammersbacher Doppelbock,1,69457,8320,7,
Waldschloss-Bräu Frammersbacher Fuhrmanns Weisse Hell,1,69458,8320,5.2,
Waldschloss-Bräu 1886,1,69456,8320,4.9,
Waldschloss-Bräu Pilsner,1,69453,8320,4.7,
Waldschloss-Bräu Export,1,69454,8320,5.1,
Waldschloss-Bräu Frammersbacher Fuhrmanns Weisse Dunkel,1,69459,8320,5.2,
Weibs Hefeweizen,1,127448,8468,0,
Weibs Helles,1,127446,8468,0,
Weiss-Rössl Echt Bayerisches Pilsner,1,51340,3793,4.9,
Weiss-Rössl Landbier,1,288774,3793,5.4,
Weiss-Rössl Urstoff Hell,1,35919,3793,4.9,
Turmherren Pils,1,27624,3793,4.9,
Turmherren Urhell,1,25046,3793,5,
Falken Haus Weizen,1,88395,3793,5.2,
Turmherren Hefeweizen,1,25055,3793,5.2,
Weiss-Rössl Export,1,35920,3793,5.5,
Weiss-Rössl Pilsener,1,35980,3793,4.9,
Turmherren Export,1,88267,3793,5.5,
Weiss-Rössl Hefeweizen Hell,1,36084,3793,5.2,
Wernecker Sportskanonen Hefe Weisse Isotonisch Alkoholfrei,1,182950,577,0,
Wernecker Mr Hell,1,303666,577,4.8,
Wernecker Haustrunk Pils,1,122291,577,4.8,
Biergarten Keller-Märzen,1,194695,577,5.5,
Hermanns Cherusker König Landbier,1,57385,577,4.6,
Wernecker Natur Radler,1,307725,577,2.9,
Wernecker Mr Keller,1,304879,577,5.5,
Wernecker Bayerisch Landbier Dunkel,1,54588,577,4.9,
Wernecker Radler,0,51441,577,2.5,
Wernecker Fränkischer Hopfen-Fluch,1,131672,577,8.1,
Hirschbrauerei Ergenzingen Hirsch Weisse Hefe-Dunkel,1,116640,577,5.2,
Wernecker Weihnachts-Bier,1,21151,577,5.5,
Hirschbrauerei Ergenzingen Hirschle Bock,1,115134,577,6.8,
Ketschenburg Premium Pils,1,179424,577,4.9,
Hirschbrauerei Ergenzingen Hirsch Weisse Hefe Hell,1,116081,577,5.2,
Wernecker Hefe Weisse,1,20593,577,5.3,
Wernecker Basta Blond,0,137890,577,4.7,
Wernecker Mr Radler,1,304083,577,2.9,
Fränkisches Gold Stück,1,46062,577,5,
Hirschbrauerei Ergenzingen Dunkel Export Spezialbier,1,115891,577,5.2,
Wernecker Laurentius Unfiltriertes Kellerbier,1,3356,577,5.5,
Wernecker Fränkischer LandBock,1,45482,577,7.8,
Wernecker Hefe Dunkel,1,86824,577,5.2,
Hirschbrauerei Ergenzingen Weihnachtsbier Märzen-Exportbier,1,112824,577,5.6,
Wernecker Pils Premium,1,3354,577,4.9,
Wernecker Bayerisch Hell,0,14572,577,4.6,
Hirschbrauerei Ergenzingen Hell Export Spezialbier,1,115781,577,5.2,
Hirschbrauerei Ergenzingen Hirschle Pils,1,113230,577,4.7,
Wernecker Bayerisch Dunkel,0,3355,577,4.9,
Hermanns Dunkler Druide Hefe-Weizen,1,57386,577,5.3,
Wernecker Basta Green,0,137997,577,2.5,
Wernecker 1873 Löschbier,1,211110,577,5.3,
Biergarten Zwickel,1,195509,577,5.5,
Wernecker Bayerisch Landbier Hell,1,50041,577,4.6,
Sudmeister Hüttn Gaudi,1,195545,3179,5.5,
Weyermann Imperial Stout,1,177434,8167,8.7,
Weyermann Landbier,1,127067,8167,5.3,
Weyermann Barley Wine,1,106179,8167,9,
Weyermann Double Imperial Black IPA,1,254932,8167,7,
Weyermann Bohemian Bock,1,255220,8167,7.2,
Weyermann Pumpkin Ale,1,106359,8167,0,
Weyermann Schlotfegerla,1,67535,8167,5.2,
Weyermann Michaels Maibock,1,127069,8167,7.2,
Weyermann Bière de Saison,1,233065,8167,6,
Weyermann Biere de Garde,1,208607,8167,6,
Weyermann Bohemian Dunkel,1,106190,8167,5.1,
Weyermann Bio-Opalino,1,172828,8167,5.6,
Weyermann Peter’s Pale Ale,1,135428,8167,5.9,
Weyermann Polnisches Grätzer Bier,1,188978,8167,2.3,
Weyermann Triple,1,149554,8167,8.5,
Weyermann Weyzen Aus Dekan,1,67545,8167,0,
Weyermann Dubbel,1,194877,8167,8,
Weyermann Hopfenstern,1,207762,8167,6.8,
Weyermann Rudolph’s Rye Rhapsody,1,149557,8167,4.8,
Weyermann Schokoladen-Weizenbock,1,87977,8167,6.2,
Weyermann Golden Lager,1,67546,8167,0,
Weyermann Multigrain,1,108425,8167,4.8,
Weyermann Crazy Coriander,1,194878,8167,5.1,
Weyermann Dinkelbock,1,177411,8167,5.4,
Weyermann Safranbier,1,126805,8167,5.3,
Weyermann 4-Korn Süßholz,1,181077,8167,5.2,
Weyermann Coffee Stout,1,106072,8167,4.9,
Weyermann Wheat Wine,1,176761,8167,7.1,
Weyermann Reed Brick Ale,1,126804,8167,4.5,
Weyermann Süßholz Porter,1,181076,8167,7.2,
Weyermann English Bitter,1,105817,8167,4.6,
Weyermann Waldgeheimis,1,297235,8167,7.1,
Weyermann Oatmeal Stout,1,159671,8167,6.1,
Weyermann Sommelier Star - Ein Steambier,1,214093,8167,5,
Weyermann Schwarzer Weissbierbock,1,307373,8167,6.4,
Weyermann American Mild Ale,1,106268,8167,5.2,
Weyermann Bohemian Rye Pilsner,1,149410,8167,4.8,
Weyermann Bamberg Rogg´t,1,267960,8167,5,
Weyermann Berliner Weisse,1,106361,8167,3.2,
Weyermann Stout,1,67537,8167,5.5,
Weyermann Humulus Weizen,1,162263,8167,5,
Weyermann Böhmisches Pilsner Josef Groll 1842,1,127068,8167,5.2,
Weyermann Mälzer Märzen,1,148028,8167,5.5,
Weyermann Raspberry Porter,1,123082,8167,5.9,
Weyermann Rudolph Red Rye,1,106181,8167,5.1,
Weyermann Wiess,1,127744,8167,4.9,
Weyermann Belgium Ale,1,176695,8167,4.1,
Weyermann Honigbier,1,149819,8167,5.9,
Weyermann London Porter,1,194880,8167,6.8,
Weyermann Honey Chili Porter,1,222392,8167,5.6,
Weyermann Willy Wonka Bock,1,135010,8167,7.5,
Weyermann English Ale,1,176508,8167,5.2,
Weyermann Kellerbier,1,149412,8167,5.2,
Weyermann India Pale Ale,1,67541,8167,6.8,
Weyermann Steam Beer,1,194876,8167,5.3,
Weyermann Anna’s Minzweizen,1,305228,8167,4.9,
Weyermann Roggenbier,1,176593,8167,5.4,
Weyermann Bernsteinweizen,1,181073,8167,5.8,
Weyermann Kölsch,1,87978,8167,4.9,
Weyermann Barrel Aged Porter,1,194879,8167,6.5,
Weyermann Adams Imperial Pils,1,212850,8167,7,
Weyermann Bamberger Hofbräu Lager,1,230190,8167,4.9,
Weyermann Süßholz Raspler,1,176751,8167,5,
Weyermann Summer Ale,1,181075,8167,5.3,
Weyermann Christmas Dream,1,211747,8167,5.6,
Weyermann Salbei Pils &#40;Sabine’s Sage Pils&#41;,1,105654,8167,4.8,
Weyermann Alkoholfreies Weizen,1,265775,8167,0,
Weyermann Belgian Golden Ale,1,127562,8167,7.3,
Weyermann Pumpernickelporter,1,214086,8167,6.5,
Weyermann RyePA,1,307371,8167,7,
Weyermann Benediktator,0,106265,8167,7.7,
Weyermann Bio Opalino,1,172831,8167,5.6,
Weyermann Rauchweizen,1,77914,8167,5.5,
Weyermann Safranbier Alkoholfrei,1,176507,8167,0.1,
Weyermann Johann Baptist Weissbier,1,149411,8167,5.6,
Weyermann Baltic Porter,1,67540,8167,0,
Weyermann Oak-toberweizen,1,194758,8167,5.6,
Weyermann Bohemian Pilsner,1,267961,8167,4.7,
Weyermann J.B. Imperial Porter Barrel Aged,1,301359,8167,9.3,
Will-Bräu Original Bayerisch Hell,1,14876,2629,0,
Will-Bräu Original Bayerisch Ur-Bock,1,12554,2629,6.2,
Hammelburger Altstadtbier Dunkel,1,71430,2629,5,
Ehrenberger Pils,1,152431,2629,4.6,
Will-Bräu Pilsner,1,14635,2629,4.6,
Will-Bräu Grapefruit & Orange Hefeweizen,1,144097,2629,2.4,
Will-Bräu Alt,0,34562,2629,5.3,
Will-Bräu Original Bayerisch Rhön Radler,1,34563,2629,2.5,
Will-Bräu Pils de Luxe,1,34560,2629,4.9,
Maria Ehrenberger Pilgerstoff,1,283838,2629,5.3,
Will-Bräu Original Bayerisch Urtyp,1,34561,2629,4.8,
Will-Bräu Original Bayerisch Ur Weisse,1,23867,2629,5.3,
Will-Bräu Original Bayerisch Kristall Weizen,1,33721,2629,5.3,
Will-Bräu Original Bayerisch Hefe Weizen Alkoholfrei,1,64573,2629,0,
Hammelburger Märzen,1,48722,2629,5.6,
Will-Bräu Original Bayerisch Hefe Weizen,1,10934,2629,5.3,
Turm Bräu Maibock,1,122375,9494,6.9,
Turm Bräu Unser Bier &#40;Vollbier&#41;,1,122374,9494,4.9,
Wolfshöher Alkohol-Frei,1,112177,1982,0,
Wolfshöher Premium,1,31643,1982,4.9,
Zhigulevskoye Svetloe &#40;Monolith&#41;,1,44102,1982,4.9,
Wolfshöher Festbier Premium,1,10935,1982,5.5,
Wolfshöher Hefe-Weißbier Dunkel,1,14084,1982,5,
Wolfshöher Hefe-Weißbier Leicht,1,31646,1982,2,
Wolfshöher Hefe-Weißbier Hell,1,31645,1982,5,
Wolfshöher Weissbier Original,1,112066,1982,5.3,
Wolfshöher Vollmond-Bier,1,26955,1982,5.5,
Wolfshöher Keller Bier,1,31642,1982,4.9,
Beliy Medved Märzenbier,1,83769,1982,5.6,
Die Franken Halbe Helles Vollbier,1,88513,1982,4.8,
Wolfshöher Leicht,1,31650,1982,2,
Wolfshöher Weissbier Alkoholfrei,1,222992,1982,0,
Wolfshöher Weissbier Dunkel,1,182568,1982,5.3,
Wolfshöher Schwarzbier Premium,1,31644,1982,4.9,
Wolfshöher Kristall-Weizen,1,31647,1982,4.9,
Wolfshöher Radler,1,31652,1982,2.5,
Wolfshöher Bio Landbier,1,99294,1982,5.5,
A. Freiherr von Lorenz Dunkles Weissbier,1,239926,1982,5.3,
Wolfshöher Pilsner,1,10767,1982,4.9,
Wolfshöher Premium Pilsner Alkoholfrei,1,31651,1982,0,
Wolfshöher Weissbier Leicht,1,182569,1982,2.9,
Baltischer Büffel / Baltiyskiy Buyvol,1,81501,1982,9.5,
Wolfshöher Bio Pilsner,1,100525,1982,4.9,
Die Franken Halbe Pilsner,1,88581,1982,4.8,
Wolfshöher Premium Pils,1,31653,1982,4.9,
Wolfshöher Rammler-Bier,1,71636,1982,5.7,
Alte Feuerwache Münchberg Dunkles Spezialbier,1,242791,1982,5.5,
Auracherla Weissbier,1,212176,1982,5.6,
Wolfshöher Anna-Fest-Bier,1,31649,1982,5.7,
Wolfshöher Altes,1,17549,1982,5,
Auracherla,1,154353,1982,5.6,
Wolfshöher Weihnachts Festbier,1,31648,1982,5,
Shakhterskoe Syrasy Pivo &#40;Monolith&#41;  ,1,27929,1982,5.5,
Wolfshöher Ur-Hell,1,17548,1982,4.9,
Werner Premium Pilsener,1,38169,878,5,
Julius Echter Hefe-Weissbier Dunkel,1,6459,878,4.9,
Julius Echter Kristall Weizenbier,1,35528,878,4.9,
Werner Brauer Hopfenhell Alkoholfrei,1,89767,878,0,
Würzburger Hofbräu Jubiläumsbier,0,37616,878,4.9,
Julius Echter Alkoholfreies Weissbier,1,94807,878,0,
Krug Ebelsbach Export,1,103346,878,0,
Werner Altfränkisch Landbier,1,45806,878,4.9,
Würzburger Hopfenblut,1,97039,878,4.8,
Würzburger Hofbräu Export Premium,1,39887,878,5.2,
Würzburger Hofbräu Schwarzbier,1,14600,878,4.9,
Würzburger Hofbräu Sympator Doppelbock,1,27931,878,7.9,
Würzburger Hofbräu Light,1,43802,878,2.9,
Werner Vollbier Hell,1,60256,878,5.2,
Werner Hefe Weisse Hell,1,43780,878,5.2,
Krug Ebelsbach Heilig Länder Hausbrauerbier,1,60162,878,4.9,
Julius Echter Premium Leichte Weisse,1,39036,878,2.9,
Krug Ebelsbach Altfränkisches Bauernbier Dunkel,1,24413,878,5,
Würzburger Hofbräu Alkoholfrei,1,94805,878,0.5,
Sternla Original,1,218004,878,4.9,
Würzburger Bürgerbräu Edel-Hell Export,1,38459,878,5.5,
Würzburger Hofbräu Premium Pilsner,1,12060,878,4.9,
Würzburger Hofbräu Sommerfrisch Radler,1,42788,878,2.5,
Krug Ebelsbach Golden Pils,1,24412,878,4.8,
Jagdherren Pils,1,20732,878,4.8,
Julius Echter Hefe-Weissbier Hell,1,5047,878,5.3,
Werner Export,1,91733,878,5.2,
Würzburger for Oktoberfest,1,17441,878,0,
Sternla Original Radler,1,307361,878,2.5,
Würzburger Bavarian Dark Beer,0,17279,878,0,
Würzburger Zwickelbier,1,36373,878,0,
Werner Hopfenthaler Alkoholfrei,1,66768,878,0,
Würzburger Bürgerbräu Pils,1,37949,878,4.9,
Würzburger Festbier,1,6458,878,5.9,
Würzburger 1643 Original Lagerhell,1,18010,878,4.9,
Bayer Bräu Rothenfelser Raubritter Dunkles Märzenbier,1,26869,3818,5.5,
Bayer Bräu Schwarzes Röslein,1,25266,3818,4.6,
Bayer Bräu Pilsener,1,25367,3818,5,
Bayer Bräu Spessarträuber Weissbier,1,25420,3818,5.2,
Bayer Bräu Jubiläums-Export,1,25527,3818,5,
Bayer Bräu Bayerator Doppelbock,1,25523,3818,7.5,
Bayer Bräu Spessarträuber Dunkles Weissbier,1,25265,3818,5.2,
Bähr Bockbier Hell,1,25157,3805,7.5,
Bähr Pils Hefetrub,1,26865,3805,4.9,
Barth-Senger Vollbier,0,59533,6847,0,
Burkarth Pils,0,243494,18381,5.3,
Burkarth Export,1,296732,18381,4.8,
Falter Weissbier Dunkel,1,73417,4274,5.3,
Falter Weizen-Bock,1,68841,4274,6.8,
Falter Pils,1,72747,4274,5.3,
Falter Kellerbier,1,29905,4274,6.2,
Falter Original Aitermoser,1,74546,4274,5,
Falter Kristall-Weizen,1,74545,4274,5.3,
Falter Weissbier Hell,1,63214,4274,5.3,
Glenk Valkürentrunk,1,157134,9549,5.2,
Glenk Leicht,1,127927,9549,2.8,
Glenk Pils,1,87785,9549,4.8,
Glenk Festbier,1,101831,9549,5.1,
Brauerei Haag Pilsner,1,216907,8464,4.9,
Reuter Unternbiberter Vollbier Bernstein,1,44988,5762,4,
Reuter Lager,1,140265,5762,4.9,
Schaffer-Bräu Schnaittacher Lager,1,18155,3070,4.9,
Schaffer-Bräu Rothenberg Gold Festbier,1,18156,3070,5.3,
Schaffer-Bräu Pilsner,1,18086,3070,4.9,
Schaffer-Bräu Schnaittacher Bockbier,1,18087,3070,7.3,
Schaffer-Bräu Hausbrauer-Bier,1,80343,3070,5.3,
Scheubel Edel Pils,1,10446,1911,0,
Scheubel Hell,1,24486,1911,5,
Scheubel Landbier,1,10445,1911,0,
Schwarzes Kreuz Vollbier,0,47533,5963,4.5,
Sippel Vollbier,0,87336,9519,4.5,
Thein-Bräu Pils,1,36394,4907,4.7,
Thein-Bräu Unfiltriertes,1,60451,4907,4.7,
Thein-Bräu Lager,1,36371,4907,4.7,
Thein-Bräu Dunkel,1,36370,4907,4.7,
Thereser Dunkel,1,36296,4902,4.8,
Thereser Märzen,1,36294,4902,5.7,
Thereser Pilsner,1,36309,4902,5.3,
Thereser Lager,1,36310,4902,4.9,
Thereser Bock,1,36311,4902,7,
Wagner-Bräu Oberhaid Pilsener,1,35296,4821,5.2,
Wagner-Bräu Oberhaid Vollbier Hell,1,35293,4821,5.2,
Wagner-Bräu Oberhaid Bockbier,1,35295,4821,7.5,
Wagner-Bräu Oberhaid Kellerbier,1,35677,4821,4.8,
Wagner-Bräu Oberhaid Dunkel,1,35294,4821,4.8,
Hümmer Pils,1,14894,494,5,
Hümmer Bock,1,14543,494,6.8,
Hümmer Altfränkisches Dunkel,1,14908,494,5.2,
Hümmer Güßbacher Urtyp,1,82806,494,5,
Hümmer Lagerbier,1,14895,494,5,
Hümmer Weisse,1,14907,494,5.2,
Hümmer Hirschentrunk,1,86873,494,5.5,
Schnupp Edelpilsener,1,30849,4214,5.1,
Schnupp Vollbier Hell,1,91367,4214,4.9,
Schnupp Storchen-Leichte,1,91366,4214,2.7,
Schnupp Doppelbock,1,58860,4214,8,
Schnupp Märzen Festbier,1,31249,4214,5.6,
Schnupp Altfränkisches,1,29030,4214,5.3,
Sonnenbräu Ebermannstadt Festbier,0,17054,5130,5.5,
Sonnenbräu Ebermannstadt Schluck-Specht Premium-Pils,0,56482,5130,4.9,
Sonnenbräu Ebermannstadt Eber-Weisse,0,14194,5130,5,
Sonnenbräu Ebermannstadt Sonnengold,0,56480,5130,5,
Sonnenbräu Ebermannstadt Keller-Bier,0,38503,5130,5,
Sonnenbräu Ebermannstadt Premium Pils,0,53804,5130,4.9,
Robesbierre Bock,1,45231,5678,11,
Robesbierre Hell,0,124104,5678,5,
Robesbierre Stephansberger Urtyp,1,43978,5678,5.8,
Robesbierre Ungespundet,1,70267,5678,5,
Robesbierre Pilsner,1,68491,5678,5,
Brauhaus Rothenburg Pilsener,1,129628,12042,4.8,
Brauhaus Rothenburg Altfränkisch Dunkel,1,129627,12042,5.1,
Brauhaus Rothenburg Reiterle Bier,1,161935,12042,5.6,
Brauhaus Rothenburg Maibock,1,129632,12042,6.4,
Brauhaus Rothenburg Festbock,1,129633,12042,0,
Brauhaus Rothenburg Weizen,1,129629,12042,5.1,
Brauhaus Rothenburg Anno 1631,1,129630,12042,5.1,
Brauhaus Rothenburg Roter Bock,1,129631,12042,6.4,
Leuchtturm Stout,0,153076,1832,4.6,
Leuchtturm Dunkel,0,131445,1832,5.3,
Leuchtturm Saphirgold,0,153077,1832,4.8,
Leuchtturm Kupfer,0,131447,1832,0,
Leuchtturm Gold,0,131448,1832,4.9,
Gick-Bräu Weisse,0,14668,2578,4.9,
Gick-Bräu Ritter Kuno Trunk Dunkel,0,14185,2578,5,
Gick-Bräu Premium Pils,0,14189,2578,4.9,
Christophs Landbier,1,39808,1775,4.8,
Christophs Premium Pils,1,24566,1775,4.8,
Jahns Löwen Bock,1,120565,1775,5.8,
Fränky Premium Pils,1,107875,1775,4.9,
Falkensteiner Dunkel,1,120569,1775,5.2,
Jahns-Bräu Schützenbier,1,107296,1775,5,
Braumeister Pilsener,1,89807,1775,4.8,
Lehestener Premium Pilsener,1,127493,1775,4.9,
Jahns Festbier,1,120564,1775,5.4,
Christophs Classic Premium Schwarzbier,1,120785,1775,5.2,
Jahns Öko Landbier,1,86931,1775,5,
Falkensteiner Gold,1,120568,1775,5.2,
Fränky Landbier Hell,1,95398,1775,4.8,
Jahns Öko-Pilsener,1,98033,1775,4.9,
Christophs Zwickl-Bier,1,28440,1775,4.8,
Falkensteiner Cola Weizen,1,98029,1775,3.7,
Burgbräu Unser Hell,1,120570,1775,4.8,
Original Bayrische Radler Halbe,1,122289,1775,2.4,
Jahns Bräu Prostel alkoholfrei,1,120566,1775,0.01,
Burgbräu Premium Pilsener,1,115082,1775,4.8,
Jahns Nortwald,1,120562,1775,4.8,
Christophs Keller Gold,1,14610,1775,5.2,
Niemann Export,1,97926,1775,5,
Uriges Premium Pils,1,87060,1775,4.9,
Jahns Pilsener,1,126623,1775,4.8,
Jahns Export,1,120563,1775,5.2,
Braumeister Export,1,96828,1775,5,
Niemann Vollbier Hell,1,98419,1775,4.6,
Braumeister Radler,1,87863,1775,2.5,
Exclusiv Pils,1,116803,1775,4.9,
Braumeister Schwarzbier,1,98418,1775,4.8,
Uriges Landbier Hell,1,87445,1775,4.8,
Braumeister Hefeweißbier,1,112125,1775,5.1,
Marienweiher Kloster Bernstein,0,129439,12020,0,
Marienweiher Zwickel-Pils Hell,0,129438,12020,0,
Marienweiher Klosterspitzenstöffla,0,129444,12020,0,
Marienweiher Kloster Dunkel,0,129437,12020,0,
Marienweiher Kloster Weizen,0,129440,12020,0,
Marienweiher Fastenbock,0,129441,12020,0,
Marienweiher Kerwabier,0,129442,12020,0,
Marienweiher Festbier,0,129443,12020,0,
Kalt-Loch Bräu Miltenberger Hefeweizen Dunkel,1,63913,4805,5,
Kalt-Loch Bräu Radler,1,244996,4805,2.7,
Kalt-Loch Bräu Bockbier,1,269408,4805,10,
Kalt-Loch Bräu Fest Doppelbock,1,120971,4805,7,
Engelberger Klosterbier,1,68201,4805,5,
Kalt-Loch Bräu Export,1,63510,4805,5.5,
Kalt-Loch Bräu Miltenberger Hefeweizen Hell,1,63887,4805,5,
Kalt-Loch Bräu Pils,1,63509,4805,4.8,
Kalt-Loch Bräu Kalomator,1,52683,4805,7,
Kalt-Loch Bräu Festbier 1580,1,116054,4805,5.6,
Engelberger Klosterbier Alkoholfrei,1,68202,4805,0,
Gentner Bräu Fränkisch Dunkel,1,44987,5761,5.3,
Lammbräu Dauer Lagerbier,1,14226,2580,4.8,
Lammbräu Dauer Gold Pils,1,14190,2580,4.8,
Lammbräu Eltmanner Weisse,1,26866,3765,4.5,
Lammbräu Lager Bier,1,24736,3765,4.5,
Lammbräu Zwickl,1,24737,3765,4.9,
Lammbräu Pils,1,24735,3765,4.5,
Löwenbräu Vestenberg Vollbier Hell,1,69511,8298,4.5,
Löwenbräu Vestenberg Gold Export,1,69512,8298,5.4,
Löwenbräu Vestenberg Export Dunkel,1,69514,8298,5.4,
Löwenbräu Vestenberg Pilsner,1,69513,8298,4.7,
Löwenbräu Vestenberg Doppelbock Hell,1,69510,8298,6.2,
Löwenbräu Vestenberg Doppelbock Dunkel,1,69509,8298,6.2,
Maisel St. Michaelsberg Kellerbier,1,73337,684,4.9,
Maisel St. Michaelsberg Urtyp,0,62796,684,4.6,
Maisel St. Michaelsberg 1122 Premium Pilsener,0,85147,684,4.7,
Maisel Premium Lager,1,35708,684,4.9,
Maisel Kellerbier,1,10594,684,4.9,
Maisel St. Michaelsberg Radler,0,87171,684,2.6,
Maisel Festbier,1,146919,684,5.2,
Maisel St. Michaelsberg Feinherbes Bier,0,81757,684,4.6,
Maisel Heller Bock,1,12320,684,6.7,
Maisel Eine Bamberger Weisse,1,17664,684,5.2,
Maisel St. Michaelsberg Lager,0,85053,684,4.9,
Maisel Dunkler Bock,1,19147,684,6.7,
Maisel St. Michaelsberg Dunkel,0,12319,684,4.4,
Maisel Eine Bamberger Weisse Dunkel,1,24402,684,5.2,
Maisel Pils,1,17665,684,4.7,
Maisel Bamberger Leichtes,1,51266,684,2.6,
Maisel Bamberger Hell,1,39601,684,4.6,
Maisel St. Michaelsberg Alkoholfrei,0,81785,684,0,
Leitner Zwickl,1,79579,8465,4.8,
Leitner Weihnachts Fest-Bier,1,97251,8465,5.5,
Leitner Premium Pils,1,94678,8465,5,
Leitner Schwabacher Weisse,1,114231,8465,5,
Leitner Schwabacher Bürgerfestbier,1,94679,8465,5.3,
Leitner Prinz Albrecht Trunk,1,80829,8465,5.1,
Leitner Weizen,1,77820,8465,4.9,
Leitner Märzen,1,77385,8465,5.1,
Leitner Lager,1,94680,8465,4.8,
Schäff-Bräu Altmühltaler Radler,1,209774,1794,2.8,
Schäff-Bräu Feuerfest Edel Bier,1,51987,1794,10.5,
Schäff-Bräu Schäffs Dunkle Weisse,1,51892,1794,5.2,
Schäff-Bräu Pils,1,186322,1794,4.9,
Schäff-Bräu Altmühltaler Pils,1,148662,1794,4.8,
Schäff-Bräu Eurolager Extra,1,52044,1794,7.2,
Schäff-Bräu Hell &#40;Eurolager&#41;,1,25816,1794,5.2,
Schäff-Bräu Altmühltaler Weisse,1,63486,1794,5,
Schäff-Bräu Schäffs Helle Weisse,1,51927,1794,5.4,
Schäff-Bräu Altmühltaler Gold Export,1,10015,1794,5.8,
Schäff-Bräu Hell,1,186321,1794,4.8,
Schäff-Bräu Altmühltaler Hell,1,90654,1794,4.8,
Löwenbräu Neeb Steigerwald Bauernbier,1,36395,3806,4.8,
Löwenbräu Neeb Steigerwald Pilsener,0,36362,3806,5.1,
Löwenbräu Neeb Steigerwald Aurator,1,35921,3806,7.5,
Löwenbräu Neeb Steigerwald Weisse,0,36567,3806,5.2,
Löwenbräu Neeb Steigerwald Vollbier Dunkel,1,25158,3806,4.8,
Löwenbräu Neeb Unterschleichacher Käppela Bier,1,36566,3806,4.7,
Lindenbräu Karlskrone,1,15275,694,4.9,
Lindenbräu Lagerbier Hefetrüb,1,4041,694,4.9,
Lindenbräu Pilsener,1,14943,694,4.7,
Lindenbräu Vollbier Hell,1,14680,694,4.6,
Sternbräu Elsendorf Zwickel Pils,0,144187,3758,0,
Zeltbräu Hofatius Winterbock,1,4045,695,6.7,
Zeltbräu Hofer Hell,1,4042,695,5.3,
Zeltbräu Radler,1,89785,695,2.5,
Zeltbräu Schmidts Heiner Weisse Leicht,1,4054,695,2.7,
